130.84249,-12.46555,0.0,36.06391384,0,1,60
130.84254,-12.46555,0.005435554281628821,36.06391384,0,1,60
130.84263,-12.46552,0.01576719885350459,36.21170992,0,0,60
130.84268,-12.46549,0.022135838186996996,36.39839884,0,0,60
130.84272,-12.46546,0.027606055502967453,36.39839884,0,0,60
130.84392,-12.46425,0.21451867937289879,32.993264,0,0,60
130.84428,-12.46391,0.26879943498520514,31.60591276,0,0,60
130.84444,-12.46373,0.2952393380813255,30.15657513,0,0,60
130.84533,-12.46283,0.43407140700848296,25.56444562,0,0,60
130.8454,-12.46268,0.4523270543836323,25.67415681,0,0,60
130.84548,-12.4626,0.4647352369104413,25.76108527,0,0,60
130.84552,-12.46257,0.4702054920861386,25.76108527,0,0,60
130.84558,-12.46251,0.47951163069852565,25.82523101,0,0,60
130.84566,-12.46242,0.49273161121209613,25.86659403,0,0,60
130.84606,-12.46203,0.5539884446879391,23.97778142,0,0,60
130.84612,-12.46196,0.564113361259121,23.17161135,0,0,60
130.84624,-12.46178,0.5879189011742227,21.36171998,0,0,60
130.84643,-12.46141,0.6337670469326842,19.65210118,0,0,60
130.84675,-12.46088,0.7019427331663114,19.77128318,0,0,60
130.84678,-12.4608,0.7113746246586038,19.77128318,0,0,60
130.84689,-12.46039,0.7582812718145192,14.88639723,0,0,60
130.84694,-12.46014,0.786466875359847,12.86995681,0,0,60
130.84698,-12.45975,0.8298296016702829,10.48188732,0,0,60
130.84699,-12.45941,0.8674581426749967,9.676775782,0,0,60
130.84697,-12.4591,0.9018210521606782,8.94917401,0,0,60
130.84692,-12.45868,0.948600841731694,8.74128327,0,0,60
130.84683,-12.45828,0.993920050038055,8.564342158,0,0,60
130.84671,-12.45792,1.0358277130837537,8.956747,0,0,80
130.84659,-12.45764,1.0694381522913672,9.972793,0,0,80
130.84619,-12.45685,1.1670540076894083,10.2734504,0,0,80
130.84609,-12.45663,1.1937095052071407,10.02778315,0,0,80
130.84601,-12.45636,1.2248189935755711,9.984079905,0,0,80
130.84596,-12.45622,1.241232833432481,9.972795098,0,0,80
130.84593,-12.45607,1.2581442005328205,9.920553732,0,0,80
130.8459,-12.45585,1.2826994680149124,9.693201322,0,0,80
130.84588,-12.45553,1.3181664821474766,9.360894883,0,0,80
130.8459,-12.45527,1.3470112939531136,9.077059896,0,0,80
130.84593,-12.45501,1.3759583605970034,8.506403,0,0,80
130.84599,-12.45476,1.4043736856413302,8.1502576,0,0,80
130.84606,-12.45453,1.4309313611595167,7.4190888,0,0,80
130.84618,-12.45425,1.4645418589795158,6.68792,0,0,80
